address_name,address_url,address_price,address_price_url,address_type,address_type_url,address_rooms,address_rooms_url,address_bathrooms,address_bathrooms_url
"Apartment 5, 51 Pembroke Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-5-51-pembroke-road-ballsbridge-dublin-2195309/,"€360,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-5-51-pembroke-road-ballsbridge-dublin-2195309/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-5-51-pembroke-road-ballsbridge-dublin-2195309/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-5-51-pembroke-road-ballsbridge-dublin-2195309/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-5-51-pembroke-road-ballsbridge-dublin-2195309/
"64 Trittonville Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/64-trittonville-road-sandymount-dublin-2178072/,"€1,500,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/64-trittonville-road-sandymount-dublin-2178072/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-trittonville-road-sandymount-dublin-2178072/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-trittonville-road-sandymount-dublin-2178072/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-trittonville-road-sandymount-dublin-2178072/
"7 Dodder View Cottages, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/7-dodder-view-cottages-ballsbridge-dublin-2106830/,"€460,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/7-dodder-view-cottages-ballsbridge-dublin-2106830/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/7-dodder-view-cottages-ballsbridge-dublin-2106830/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/7-dodder-view-cottages-ballsbridge-dublin-2106830/,1,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/7-dodder-view-cottages-ballsbridge-dublin-2106830/
"22 Shrewsbury Square, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/22-shrewsbury-square-ballsbridge-dublin-2171336/,"€750,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/22-shrewsbury-square-ballsbridge-dublin-2171336/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/22-shrewsbury-square-ballsbridge-dublin-2171336/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/22-shrewsbury-square-ballsbridge-dublin-2171336/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/22-shrewsbury-square-ballsbridge-dublin-2171336/
"9 Merrion View Avenue, Merrion Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-merrion-view-avenue-merrion-road-ballsbridge-dublin-2168793/,"€575,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-merrion-view-avenue-merrion-road-ballsbridge-dublin-2168793/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-merrion-view-avenue-merrion-road-ballsbridge-dublin-2168793/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-merrion-view-avenue-merrion-road-ballsbridge-dublin-2168793/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-merrion-view-avenue-merrion-road-ballsbridge-dublin-2168793/
"44 Shrewsbury Square, Sandymount Avenue, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-shrewsbury-square-sandymount-avenue-ballsbridge-dublin-4-dublin-2168790/,"€725,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-shrewsbury-square-sandymount-avenue-ballsbridge-dublin-4-dublin-2168790/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-shrewsbury-square-sandymount-avenue-ballsbridge-dublin-4-dublin-2168790/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-shrewsbury-square-sandymount-avenue-ballsbridge-dublin-4-dublin-2168790/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-shrewsbury-square-sandymount-avenue-ballsbridge-dublin-4-dublin-2168790/
"201 Charlotte Quay Dock, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/201-charlotte-quay-dock-dublin-4-dublin-2168371/,"€375,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/201-charlotte-quay-dock-dublin-4-dublin-2168371/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/201-charlotte-quay-dock-dublin-4-dublin-2168371/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/201-charlotte-quay-dock-dublin-4-dublin-2168371/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/201-charlotte-quay-dock-dublin-4-dublin-2168371/
"56 Park Avenue, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/56-park-avenue-sandymount-dublin-2167745/,"€1,450,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/56-park-avenue-sandymount-dublin-2167745/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/56-park-avenue-sandymount-dublin-2167745/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/56-park-avenue-sandymount-dublin-2167745/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/56-park-avenue-sandymount-dublin-2167745/
"Apartment 50 Grand Canal Wharf, Grand Canal Dock, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-50-grand-canal-wharf-grand-canal-dock-dublin-4-dublin-2068144/,"€320,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-50-grand-canal-wharf-grand-canal-dock-dublin-4-dublin-2068144/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-50-grand-canal-wharf-grand-canal-dock-dublin-4-dublin-2068144/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-50-grand-canal-wharf-grand-canal-dock-dublin-4-dublin-2068144/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-50-grand-canal-wharf-grand-canal-dock-dublin-4-dublin-2068144/
"East Wing, Holyrood Castle, Holyrood Park, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/east-wing-holyrood-castle-holyrood-park-sandymount-dublin-2164924/,"€925,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/east-wing-holyrood-castle-holyrood-park-sandymount-dublin-2164924/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/east-wing-holyrood-castle-holyrood-park-sandymount-dublin-2164924/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/east-wing-holyrood-castle-holyrood-park-sandymount-dublin-2164924/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/east-wing-holyrood-castle-holyrood-park-sandymount-dublin-2164924/
"Apt. 501 South Dock Quarter, Block A, Ringsend Road, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-501-south-dock-quarter-block-a-ringsend-road-ringsend-dublin-2164758/,"€525,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-501-south-dock-quarter-block-a-ringsend-road-ringsend-dublin-2164758/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-501-south-dock-quarter-block-a-ringsend-road-ringsend-dublin-2164758/,3,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-501-south-dock-quarter-block-a-ringsend-road-ringsend-dublin-2164758/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-501-south-dock-quarter-block-a-ringsend-road-ringsend-dublin-2164758/
"38 Raglan Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/38-raglan-lane-ballsbridge-dublin-2161908/,"€1,695,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/38-raglan-lane-ballsbridge-dublin-2161908/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/38-raglan-lane-ballsbridge-dublin-2161908/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/38-raglan-lane-ballsbridge-dublin-2161908/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/38-raglan-lane-ballsbridge-dublin-2161908/
"Apartment 20 Fitzwilliam Quay, Ringsend, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-20-fitzwilliam-quay-ringsend-ringsend-dublin-2159980/,"€350,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-20-fitzwilliam-quay-ringsend-ringsend-dublin-2159980/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-20-fitzwilliam-quay-ringsend-ringsend-dublin-2159980/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-20-fitzwilliam-quay-ringsend-ringsend-dublin-2159980/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-20-fitzwilliam-quay-ringsend-ringsend-dublin-2159980/
"10 Gilford Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/10-gilford-road-sandymount-dublin-1898270/,"€1,100,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/10-gilford-road-sandymount-dublin-1898270/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-gilford-road-sandymount-dublin-1898270/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-gilford-road-sandymount-dublin-1898270/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-gilford-road-sandymount-dublin-1898270/
"189 The Links, Elmpark, Merrion Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/booterstown/189-the-links-elmpark-merrion-road-booterstown-dublin-2156399/,"€365,000",https://www.daft.ie/dublin/apartments-for-sale/booterstown/189-the-links-elmpark-merrion-road-booterstown-dublin-2156399/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/booterstown/189-the-links-elmpark-merrion-road-booterstown-dublin-2156399/,1,https://www.daft.ie/dublin/apartments-for-sale/booterstown/189-the-links-elmpark-merrion-road-booterstown-dublin-2156399/,1,https://www.daft.ie/dublin/apartments-for-sale/booterstown/189-the-links-elmpark-merrion-road-booterstown-dublin-2156399/
"43 Anglesea Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/43-anglesea-road-ballsbridge-dublin-2154204/,"€1,875,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/43-anglesea-road-ballsbridge-dublin-2154204/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/43-anglesea-road-ballsbridge-dublin-2154204/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/43-anglesea-road-ballsbridge-dublin-2154204/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/43-anglesea-road-ballsbridge-dublin-2154204/
"9 Airfield Court, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/9-airfield-court-donnybrook-dublin-2150920/,"€435,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/9-airfield-court-donnybrook-dublin-2150920/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/9-airfield-court-donnybrook-dublin-2150920/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/9-airfield-court-donnybrook-dublin-2150920/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/9-airfield-court-donnybrook-dublin-2150920/
"Apt 12, 2 Waterloo Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt-12-2-waterloo-road-ballsbridge-dublin-2146755/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt-12-2-waterloo-road-ballsbridge-dublin-2146755/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt-12-2-waterloo-road-ballsbridge-dublin-2146755/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt-12-2-waterloo-road-ballsbridge-dublin-2146755/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt-12-2-waterloo-road-ballsbridge-dublin-2146755/
"Apartment 2C Belfield Court, Stillorgan Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-2c-belfield-court-stillorgan-road-donnybrook-dublin-2145421/,"€375,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-2c-belfield-court-stillorgan-road-donnybrook-dublin-2145421/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-2c-belfield-court-stillorgan-road-donnybrook-dublin-2145421/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-2c-belfield-court-stillorgan-road-donnybrook-dublin-2145421/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-2c-belfield-court-stillorgan-road-donnybrook-dublin-2145421/
"27 Lansdowne Village, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/27-lansdowne-village-ballsbridge-dublin-2143472/,"€595,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/27-lansdowne-village-ballsbridge-dublin-2143472/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/27-lansdowne-village-ballsbridge-dublin-2143472/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/27-lansdowne-village-ballsbridge-dublin-2143472/,1,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/27-lansdowne-village-ballsbridge-dublin-2143472/
"7 Merrion Village, Merrion Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/7-merrion-village-merrion-road-ballsbridge-dublin-2143451/,"€495,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/7-merrion-village-merrion-road-ballsbridge-dublin-2143451/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/7-merrion-village-merrion-road-ballsbridge-dublin-2143451/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/7-merrion-village-merrion-road-ballsbridge-dublin-2143451/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/7-merrion-village-merrion-road-ballsbridge-dublin-2143451/
"Apt. 7, Block B The Bottleworks, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-7-block-b-the-bottleworks-ringsend-dublin-2139303/,"€260,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-7-block-b-the-bottleworks-ringsend-dublin-2139303/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-7-block-b-the-bottleworks-ringsend-dublin-2139303/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-7-block-b-the-bottleworks-ringsend-dublin-2139303/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apt-7-block-b-the-bottleworks-ringsend-dublin-2139303/
"71 Wilfield Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/71-wilfield-road-sandymount-dublin-2139228/,"€785,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/71-wilfield-road-sandymount-dublin-2139228/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/71-wilfield-road-sandymount-dublin-2139228/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/71-wilfield-road-sandymount-dublin-2139228/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/71-wilfield-road-sandymount-dublin-2139228/
"4 Nutley Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/4-nutley-road-donnybrook-dublin-2138338/,"€2,750,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/4-nutley-road-donnybrook-dublin-2138338/,Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/4-nutley-road-donnybrook-dublin-2138338/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/4-nutley-road-donnybrook-dublin-2138338/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/4-nutley-road-donnybrook-dublin-2138338/
"9 Ailesbury Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-ailesbury-road-ballsbridge-dublin-2138124/,"€5,750,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-ailesbury-road-ballsbridge-dublin-2138124/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-ailesbury-road-ballsbridge-dublin-2138124/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-ailesbury-road-ballsbridge-dublin-2138124/,6,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/9-ailesbury-road-ballsbridge-dublin-2138124/
"24 Malone Gardens, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/24-malone-gardens-sandymount-dublin-2135637/,"€550,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/24-malone-gardens-sandymount-dublin-2135637/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-malone-gardens-sandymount-dublin-2135637/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-malone-gardens-sandymount-dublin-2135637/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-malone-gardens-sandymount-dublin-2135637/
"Villa Maria, St Mary's Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/villa-maria-st-marys-road-ballsbridge-dublin-2135337/,Price On Application,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/villa-maria-st-marys-road-ballsbridge-dublin-2135337/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/villa-maria-st-marys-road-ballsbridge-dublin-2135337/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/villa-maria-st-marys-road-ballsbridge-dublin-2135337/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/villa-maria-st-marys-road-ballsbridge-dublin-2135337/
"Lammermoor, 36 Sandymount Avenue, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/lammermoor-36-sandymount-avenue-ballsbridge-dublin-2043804/,"€2,750,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/lammermoor-36-sandymount-avenue-ballsbridge-dublin-2043804/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/lammermoor-36-sandymount-avenue-ballsbridge-dublin-2043804/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/lammermoor-36-sandymount-avenue-ballsbridge-dublin-2043804/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/lammermoor-36-sandymount-avenue-ballsbridge-dublin-2043804/
"Petty Lane, Off Newbridge Avenue, Sandymount, Dublin 4",https://www.daft.ie/dublin/sites-for-sale/sandymount/petty-lane-off-newbridge-avenue-sandymount-dublin-2133373/,"€400,000",https://www.daft.ie/dublin/sites-for-sale/sandymount/petty-lane-off-newbridge-avenue-sandymount-dublin-2133373/,0.04 Acre Site,https://www.daft.ie/dublin/sites-for-sale/sandymount/petty-lane-off-newbridge-avenue-sandymount-dublin-2133373/,,,,
"95 Pembroke Cottages, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/95-pembroke-cottages-donnybrook-dublin-2110954/,"€465,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/95-pembroke-cottages-donnybrook-dublin-2110954/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/95-pembroke-cottages-donnybrook-dublin-2110954/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/95-pembroke-cottages-donnybrook-dublin-2110954/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/95-pembroke-cottages-donnybrook-dublin-2110954/
"34 Elgin Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/34-elgin-road-ballsbridge-dublin-2132823/,"€2,750,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/34-elgin-road-ballsbridge-dublin-2132823/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/34-elgin-road-ballsbridge-dublin-2132823/,15+,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/34-elgin-road-ballsbridge-dublin-2132823/,15,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/34-elgin-road-ballsbridge-dublin-2132823/
"32 Elgin Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/32-elgin-road-ballsbridge-dublin-2132818/,"€2,750,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/32-elgin-road-ballsbridge-dublin-2132818/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/32-elgin-road-ballsbridge-dublin-2132818/,15+,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/32-elgin-road-ballsbridge-dublin-2132818/,15,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/32-elgin-road-ballsbridge-dublin-2132818/
"7 Strand House, 171 Strand Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/sandymount/7-strand-house-171-strand-road-sandymount-dublin-2132063/,"€495,000",https://www.daft.ie/dublin/apartments-for-sale/sandymount/7-strand-house-171-strand-road-sandymount-dublin-2132063/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/sandymount/7-strand-house-171-strand-road-sandymount-dublin-2132063/,2,https://www.daft.ie/dublin/apartments-for-sale/sandymount/7-strand-house-171-strand-road-sandymount-dublin-2132063/,1,https://www.daft.ie/dublin/apartments-for-sale/sandymount/7-strand-house-171-strand-road-sandymount-dublin-2132063/
"130 Morehampton Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/130-morehampton-road-donnybrook-dublin-2131801/,"€850,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/130-morehampton-road-donnybrook-dublin-2131801/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/130-morehampton-road-donnybrook-dublin-2131801/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/130-morehampton-road-donnybrook-dublin-2131801/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/130-morehampton-road-donnybrook-dublin-2131801/
"Apt.60 Oak House, Mespil Estate, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt60-oak-house-mespil-estate-ballsbridge-dublin-2129318/,"€495,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt60-oak-house-mespil-estate-ballsbridge-dublin-2129318/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt60-oak-house-mespil-estate-ballsbridge-dublin-2129318/,3,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt60-oak-house-mespil-estate-ballsbridge-dublin-2129318/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apt60-oak-house-mespil-estate-ballsbridge-dublin-2129318/
"Penthouse, 38 St Cathryn's Court, Newgrove Ave, Sandymount, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/sandymount/penthouse-38-st-cathryns-court-newgrove-ave-sandymount-dublin-2128782/,"€850,000",https://www.daft.ie/dublin/apartments-for-sale/sandymount/penthouse-38-st-cathryns-court-newgrove-ave-sandymount-dublin-2128782/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/sandymount/penthouse-38-st-cathryns-court-newgrove-ave-sandymount-dublin-2128782/,3,https://www.daft.ie/dublin/apartments-for-sale/sandymount/penthouse-38-st-cathryns-court-newgrove-ave-sandymount-dublin-2128782/,2,https://www.daft.ie/dublin/apartments-for-sale/sandymount/penthouse-38-st-cathryns-court-newgrove-ave-sandymount-dublin-2128782/
"1 St. Mary's Road, Ballsbridge, Dublin, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/1-st-marys-road-ballsbridge-dublin-dublin-4-dublin-2128252/,"€1,500,000",https://www.daft.ie/dublin/houses-for-sale/dublin-4/1-st-marys-road-ballsbridge-dublin-dublin-4-dublin-2128252/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/1-st-marys-road-ballsbridge-dublin-dublin-4-dublin-2128252/,4,https://www.daft.ie/dublin/houses-for-sale/dublin-4/1-st-marys-road-ballsbridge-dublin-dublin-4-dublin-2128252/,3,https://www.daft.ie/dublin/houses-for-sale/dublin-4/1-st-marys-road-ballsbridge-dublin-dublin-4-dublin-2128252/
"30 Ailesbury Drive, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/30-ailesbury-drive-donnybrook-dublin-2126275/,"€1,950,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/30-ailesbury-drive-donnybrook-dublin-2126275/,Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/30-ailesbury-drive-donnybrook-dublin-2126275/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/30-ailesbury-drive-donnybrook-dublin-2126275/,6,https://www.daft.ie/dublin/houses-for-sale/donnybrook/30-ailesbury-drive-donnybrook-dublin-2126275/
"4 The Links, Elm Park Green, Merrion Road, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/4-the-links-elm-park-green-merrion-road-dublin-4-dublin-2123040/,"€450,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/4-the-links-elm-park-green-merrion-road-dublin-4-dublin-2123040/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/4-the-links-elm-park-green-merrion-road-dublin-4-dublin-2123040/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/4-the-links-elm-park-green-merrion-road-dublin-4-dublin-2123040/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/4-the-links-elm-park-green-merrion-road-dublin-4-dublin-2123040/
"Hampton Court, Bloomfield Avenue, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/hampton-court-bloomfield-avenue-donnybrook-dublin-2122252/,"€325,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/hampton-court-bloomfield-avenue-donnybrook-dublin-2122252/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/hampton-court-bloomfield-avenue-donnybrook-dublin-2122252/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/hampton-court-bloomfield-avenue-donnybrook-dublin-2122252/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/hampton-court-bloomfield-avenue-donnybrook-dublin-2122252/
"66 Haddington Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/66-haddington-road-ballsbridge-dublin-2117032/,"€1,200,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/66-haddington-road-ballsbridge-dublin-2117032/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/66-haddington-road-ballsbridge-dublin-2117032/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/66-haddington-road-ballsbridge-dublin-2117032/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/66-haddington-road-ballsbridge-dublin-2117032/
